MultQual,GrLivArea,GarageCars,SumSF,FullBath,Age
54.0,918.0,1.0,918.0,2.0,31.0
112.0,1428.0,2.0,1428.0,2.0,1.0
84.0,2019.0,2.0,932.0,1.0,99.0
112.0,1382.0,2.0,673.0,2.0,6.0
24.0,869.0,0.0,654.5,1.0,83.0
112.0,1241.0,2.0,1241.0,1.0,1.0
45.0,1121.0,2.0,1121.0,1.0,46.0
175.0,999.0,2.0,971.5,1.0,47.0
128.0,2612.0,3.0,1250.5,2.0,11.0
112.0,1266.0,2.0,1266.0,2.0,1.0
128.0,2290.0,2.0,1138.5,2.0,6.0
60.0,1734.0,2.0,651.0,2.0,32.0
45.0,1164.0,1.0,1164.0,1.0,58.0
72.0,1635.0,1.0,743.0,1.0,96.0
225.0,1940.0,3.0,1935.0,2.0,1.0
72.0,2030.0,2.0,983.0,2.0,31.0
112.0,1576.0,2.0,774.0,2.0,0.0
128.0,2392.0,3.0,1401.5,2.0,9.0
128.0,1742.0,2.0,916.0,1.0,127.0
72.0,1851.0,2.0,921.0,2.0,43.0
72.0,1500.0,2.0,750.0,2.0,1.0
250.0,1718.0,3.0,1709.0,2.0,3.0
45.0,1050.0,1.0,1050.0,1.0,45.0
54.0,1442.0,2.0,1442.0,2.0,39.0
27.0,1077.0,1.0,1042.0,1.0,84.0
112.0,1208.0,2.0,1197.5,2.0,4.0
18.0,944.0,2.0,472.0,1.0,57.0
128.0,1574.0,3.0,1574.0,2.0,2.0
45.0,1680.0,2.0,1680.0,2.0,31.0
112.0,1504.0,2.0,1425.0,2.0,4.0
60.0,985.0,1.0,985.0,2.0,31.0
54.0,1657.0,2.0,1657.0,2.0,37.0
36.0,1092.0,1.0,546.0,1.0,39.0
112.0,1710.0,2.0,1710.0,2.0,5.0
45.0,1522.0,0.0,1008.0,2.0,80.0
45.0,1271.0,1.0,720.0,2.0,60.0
45.0,1664.0,0.0,832.0,2.0,45.0
72.0,1502.0,1.0,751.0,1.0,84.0
45.0,1022.0,1.0,1022.0,1.0,99.0
54.0,1082.0,1.0,1082.0,1.0,59.0
128.0,1665.0,2.0,810.0,2.0,8.0
112.0,1504.0,2.0,1504.0,2.0,13.0
112.0,1472.0,2.0,593.0,2.0,16.0
112.0,1506.0,2.0,1434.0,2.0,1.0
48.0,1132.0,2.0,1132.0,1.0,3.0
112.0,1220.0,2.0,1209.5,2.0,0.0
45.0,1248.0,1.0,912.0,1.0,77.0
112.0,1504.0,2.0,1425.0,2.0,3.0
45.0,882.0,2.0,882.0,1.0,35.0
45.0,1264.0,2.0,1266.0,1.0,50.0
128.0,1646.0,3.0,1642.0,2.0,1.0
45.0,1376.0,1.0,868.0,1.0,66.0
54.0,1218.0,1.0,672.0,1.0,34.0
45.0,1928.0,0.0,817.0,2.0,90.0
63.0,3082.0,2.0,1255.5,2.0,89.0
112.0,1654.0,3.0,1654.0,2.0,4.0
30.0,954.0,1.0,937.0,1.0,69.0
36.0,845.0,1.0,422.5,1.0,52.0
180.0,1620.0,3.0,1620.0,2.0,2.0
128.0,2263.0,2.0,1055.0,2.0,7.0
36.0,1344.0,0.0,672.0,1.0,39.0
36.0,630.0,1.0,630.0,1.0,39.0
45.0,1803.0,2.0,1468.5,2.0,49.0
72.0,1632.0,2.0,800.0,1.0,42.0
96.0,1306.0,2.0,1306.0,2.0,4.0
84.0,2329.0,2.0,1503.5,2.0,18.0
128.0,2524.0,2.0,2524.0,2.0,28.0
27.0,1733.0,2.0,866.5,2.0,54.0
180.0,2868.0,3.0,1992.0,3.0,1.0
45.0,990.0,2.0,990.0,1.0,14.0
45.0,1771.0,2.0,885.5,1.0,49.0
112.0,1302.0,2.0,1302.0,2.0,0.0
112.0,1316.0,2.0,1316.0,2.0,0.0
54.0,1977.0,2.0,971.5,1.0,43.0
45.0,1526.0,1.0,1371.0,1.0,53.0
128.0,1989.0,2.0,1078.0,2.0,4.0
112.0,1364.0,2.0,1364.0,2.0,1.0
112.0,1850.0,2.0,976.0,2.0,15.0
225.0,2184.0,3.0,1117.0,2.0,1.0
54.0,1991.0,2.0,975.0,1.0,75.0
128.0,1338.0,2.0,1338.0,2.0,9.0
45.0,2337.0,2.0,1042.0,2.0,107.0
72.0,1103.0,2.0,1103.0,1.0,81.0
45.0,1154.0,2.0,1154.0,1.0,43.0
112.0,2260.0,2.0,1306.0,2.0,14.0
72.0,1571.0,2.0,799.0,2.0,16.0
54.0,1611.0,2.0,789.0,1.0,44.0
54.0,2521.0,2.0,1116.5,2.0,33.0
60.0,893.0,2.0,869.0,1.0,58.0
45.0,1048.0,1.0,1048.0,1.0,51.0
54.0,1556.0,2.0,778.0,1.0,41.0
45.0,1456.0,1.0,906.0,1.0,58.0
54.0,1426.0,2.0,694.0,1.0,32.0
112.0,1240.0,3.0,1240.0,2.0,1.0
63.0,1740.0,1.0,880.0,1.0,67.0
60.0,1466.0,2.0,946.0,2.0,70.0
96.0,848.0,2.0,848.0,1.0,2.0
45.0,990.0,1.0,990.0,1.0,13.0
45.0,1040.0,1.0,1040.0,1.0,47.0
112.0,1459.0,2.0,1459.0,2.0,5.0
54.0,1251.0,1.0,1251.0,1.0,42.0
54.0,1498.0,2.0,691.0,2.0,11.0
72.0,996.0,2.0,966.0,1.0,18.0
36.0,1092.0,1.0,546.0,1.0,37.0
128.0,1953.0,3.0,1082.0,2.0,4.0
112.0,1709.0,2.0,970.0,2.0,2.0
128.0,1247.0,2.0,1247.0,1.0,1.0
27.0,1040.0,2.0,520.0,2.0,59.0
112.0,1252.0,2.0,612.0,2.0,9.0
54.0,1694.0,2.0,1285.5,2.0,83.0
60.0,1200.0,2.0,1032.0,1.0,41.0
45.0,936.0,1.0,936.0,1.0,54.0
96.0,1314.0,2.0,1314.0,2.0,1.0
72.0,1355.0,0.0,728.5,1.0,93.0
128.0,1088.0,2.0,1081.0,1.0,21.0
36.0,1324.0,1.0,714.5,1.0,73.0
12.0,438.0,1.0,364.0,1.0,89.0
45.0,950.0,1.0,950.0,1.0,36.0
54.0,1194.0,2.0,924.5,1.0,47.0
45.0,1302.0,2.0,630.0,2.0,37.0
128.0,2622.0,2.0,1481.5,2.0,16.0
112.0,1442.0,2.0,1176.0,2.0,17.0
112.0,2021.0,2.0,877.5,2.0,0.0
128.0,1836.0,3.0,1836.0,2.0,5.0
54.0,1658.0,2.0,773.0,2.0,13.0
63.0,1964.0,2.0,950.5,2.0,32.0
45.0,816.0,1.0,816.0,1.0,49.0
60.0,1008.0,1.0,1008.0,1.0,54.0
60.0,833.0,1.0,833.0,1.0,52.0
160.0,1734.0,3.0,1734.0,2.0,0.0
128.0,1419.0,2.0,593.5,2.0,7.0
60.0,894.0,2.0,894.0,1.0,41.0
45.0,1601.0,1.0,777.0,1.0,50.0
45.0,1040.0,1.0,1040.0,1.0,47.0
54.0,1012.0,1.0,1012.0,1.0,87.0
112.0,1552.0,3.0,1552.0,2.0,1.0
45.0,698.0,0.0,698.0,1.0,62.0
84.0,1482.0,2.0,598.0,2.0,15.0
24.0,1005.0,2.0,1005.0,1.0,54.0
112.0,1555.0,3.0,1464.0,2.0,2.0
112.0,1959.0,2.0,847.0,2.0,3.0
45.0,936.0,2.0,936.0,1.0,27.0
48.0,1981.0,2.0,1225.0,2.0,81.0
36.0,2210.0,1.0,1093.0,2.0,127.0
128.0,2020.0,2.0,1135.0,2.0,14.0
54.0,1600.0,2.0,916.0,2.0,10.0
54.0,986.0,1.0,973.0,1.0,81.0
45.0,1020.0,0.0,780.0,1.0,135.0
72.0,1567.0,2.0,1567.0,2.0,32.0
45.0,1167.0,2.0,1041.0,1.0,87.0
60.0,1868.0,2.0,934.0,2.0,33.0
128.0,2828.0,3.0,1466.0,3.0,1.0
45.0,1006.0,0.0,1006.0,1.0,49.0
24.0,924.0,1.0,672.0,1.0,69.0
96.0,1298.0,2.0,1298.0,2.0,21.0
42.0,1564.0,1.0,782.0,1.0,68.0
63.0,1111.0,1.0,572.0,1.0,82.0
63.0,1482.0,2.0,741.0,1.0,89.0
72.0,932.0,1.0,932.0,1.0,57.0
30.0,1466.0,2.0,1466.0,1.0,47.0
72.0,816.0,1.0,816.0,1.0,78.0
84.0,1820.0,2.0,883.0,1.0,43.0
80.0,1437.0,2.0,1437.0,2.0,31.0
60.0,1265.0,2.0,1242.0,2.0,43.0
112.0,1314.0,2.0,1314.0,2.0,2.0
128.0,1580.0,3.0,1580.0,2.0,1.0
96.0,1876.0,2.0,922.0,2.0,34.0
54.0,1456.0,2.0,855.0,2.0,32.0
96.0,1640.0,2.0,1468.0,1.0,54.0
45.0,894.0,2.0,894.0,1.0,39.0
36.0,1258.0,2.0,1228.0,0.0,39.0
60.0,1432.0,2.0,1396.0,1.0,29.0
112.0,1502.0,2.0,1502.0,2.0,0.0
128.0,1694.0,3.0,1694.0,2.0,2.0
54.0,1671.0,2.0,959.0,2.0,6.0
72.0,2108.0,2.0,1181.5,2.0,73.0
160.0,3627.0,3.0,1880.5,3.0,11.0
54.0,1118.0,1.0,1107.0,1.0,31.0
54.0,1261.0,2.0,1261.0,1.0,50.0
112.0,1250.0,2.0,625.0,2.0,2.0
75.0,3086.0,0.0,1617.0,3.0,61.0
54.0,2345.0,2.0,1061.0,2.0,74.0
128.0,2872.0,2.0,1906.0,2.0,15.0
45.0,923.0,1.0,899.5,1.0,24.0
54.0,1224.0,1.0,818.0,1.0,83.0
45.0,1343.0,1.0,775.5,1.0,88.0
45.0,1124.0,0.0,562.0,1.0,52.0
63.0,2514.0,2.0,1257.0,2.0,16.0
160.0,1652.0,2.0,1626.0,2.0,0.0
45.0,1130.0,2.0,1125.0,1.0,86.0
45.0,1572.0,3.0,1572.0,1.0,44.0
45.0,1221.0,1.0,866.5,1.0,82.0
128.0,1624.0,3.0,1624.0,2.0,12.0
112.0,1660.0,2.0,831.0,2.0,7.0
84.0,1804.0,2.0,1011.0,2.0,11.0
36.0,1622.0,4.0,1435.5,1.0,46.0
128.0,1441.0,2.0,770.0,2.0,8.0
60.0,1472.0,1.0,772.0,1.0,82.0
54.0,1224.0,2.0,1224.0,2.0,10.0
54.0,1352.0,1.0,663.0,1.0,41.0
72.0,1456.0,2.0,728.0,2.0,3.0
112.0,1863.0,3.0,879.0,2.0,0.0
63.0,1690.0,1.0,815.0,1.0,90.0
112.0,1212.0,2.0,1212.0,2.0,8.0
36.0,1382.0,2.0,1216.5,1.0,43.0
84.0,1779.0,2.0,866.0,2.0,11.0
45.0,1348.0,1.0,884.0,1.0,84.0
112.0,1630.0,2.0,1630.0,2.0,9.0
45.0,1074.0,2.0,1065.0,1.0,31.0
112.0,2196.0,3.0,2177.0,2.0,19.0
36.0,1056.0,1.0,1056.0,1.0,40.0
96.0,1700.0,2.0,1691.0,2.0,3.0
45.0,1283.0,2.0,1107.0,1.0,46.0
128.0,1660.0,2.0,1660.0,2.0,0.0
96.0,1845.0,2.0,1055.0,2.0,18.0
96.0,1752.0,2.0,819.5,2.0,22.0
36.0,672.0,1.0,672.0,1.0,68.0
36.0,960.0,1.0,804.0,0.0,41.0
45.0,999.0,1.0,962.0,1.0,44.0
45.0,894.0,1.0,894.0,1.0,41.0
54.0,1902.0,2.0,659.0,2.0,32.0
128.0,1314.0,2.0,1307.0,2.0,0.0
36.0,912.0,0.0,336.0,1.0,59.0
45.0,1211.0,1.0,1081.5,1.0,40.0
54.0,1846.0,1.0,1104.0,2.0,58.0
45.0,2136.0,2.0,2136.0,2.0,55.0
112.0,1490.0,2.0,788.0,2.0,4.0
54.0,1138.0,1.0,863.0,1.0,49.0
96.0,1933.0,3.0,894.0,2.0,1.0
60.0,912.0,2.0,912.0,1.0,43.0
225.0,1702.0,3.0,1702.0,1.0,0.0
45.0,1507.0,1.0,1291.0,2.0,48.0
45.0,2620.0,2.0,1361.0,2.0,30.0
45.0,1190.0,2.0,1148.0,1.0,44.0
36.0,1224.0,2.0,612.0,2.0,45.0
45.0,1784.0,1.0,819.5,1.0,92.0
112.0,1626.0,2.0,764.0,2.0,7.0
112.0,1948.0,2.0,847.0,2.0,2.0
160.0,1484.0,2.0,1480.0,2.0,1.0
112.0,1768.0,2.0,884.0,2.0,5.0
112.0,1689.0,3.0,1689.0,2.0,0.0
250.0,2076.0,3.0,2076.0,2.0,0.0
96.0,1517.0,2.0,792.0,1.0,77.0
112.0,1553.0,2.0,756.0,2.0,1.0
54.0,1034.0,3.0,1023.0,1.0,34.0
54.0,2058.0,2.0,934.5,1.0,91.0
45.0,988.0,1.0,932.0,1.0,57.0
140.0,2110.0,2.0,2110.0,2.0,42.0
112.0,1405.0,2.0,1405.0,2.0,3.0
45.0,874.0,1.0,869.0,1.0,41.0
112.0,2167.0,2.0,1354.0,2.0,33.0
112.0,1656.0,2.0,753.0,2.0,5.0
54.0,1367.0,1.0,921.5,1.0,76.0
128.0,1987.0,2.0,1986.5,2.0,14.0
45.0,864.0,0.0,864.0,1.0,87.0
112.0,1166.0,2.0,1011.0,2.0,3.0
54.0,1054.0,2.0,1054.0,1.0,39.0
54.0,1675.0,2.0,866.5,2.0,10.0
45.0,1050.0,1.0,1050.0,1.0,53.0
36.0,1788.0,1.0,1104.0,1.0,52.0
54.0,1824.0,2.0,912.0,1.0,88.0
112.0,1452.0,2.0,702.0,2.0,7.0
42.0,1889.0,1.0,944.5,1.0,97.0
225.0,2018.0,3.0,2010.0,2.0,2.0
96.0,3447.0,3.0,1348.0,3.0,73.0
45.0,1524.0,1.0,874.0,1.0,49.0
112.0,1524.0,2.0,1332.0,0.0,31.0
72.0,1489.0,2.0,1489.0,2.0,41.0
45.0,935.0,1.0,935.0,1.0,41.0
90.0,1357.0,1.0,1188.0,1.0,49.0
45.0,1250.0,2.0,661.0,2.0,97.0
45.0,1920.0,2.0,928.0,2.0,59.0
54.0,1395.0,2.0,729.0,1.0,37.0
54.0,1724.0,2.0,1702.0,1.0,42.0
128.0,2031.0,2.0,1128.0,2.0,6.0
112.0,1573.0,2.0,1573.0,2.0,7.0
63.0,1339.0,2.0,1324.0,2.0,16.0
60.0,1040.0,2.0,1040.0,2.0,32.0
54.0,1824.0,0.0,912.0,2.0,39.0
72.0,2447.0,1.0,1251.5,2.0,91.0
54.0,1412.0,1.0,802.5,1.0,70.0
54.0,1328.0,2.0,1328.0,1.0,47.0
45.0,1582.0,2.0,1603.0,2.0,42.0
160.0,1659.0,2.0,1580.0,2.0,9.0
160.0,1970.0,3.0,1102.5,2.0,0.0
45.0,1152.0,2.0,1152.0,1.0,46.0
45.0,1302.0,1.0,630.0,2.0,37.0
45.0,2372.0,1.0,1186.0,2.0,117.0
63.0,1664.0,2.0,832.0,2.0,30.0
45.0,864.0,2.0,864.0,1.0,51.0
45.0,1052.0,1.0,1052.0,1.0,38.0
45.0,1128.0,2.0,1124.0,2.0,45.0
54.0,1072.0,2.0,809.5,2.0,1.0
250.0,5642.0,2.0,5401.0,2.0,0.0
60.0,1246.0,1.0,1246.0,1.0,51.0
112.0,1983.0,2.0,991.5,2.0,10.0
72.0,1494.0,1.0,762.0,1.0,67.0
128.0,2526.0,3.0,1184.0,2.0,12.0
112.0,1616.0,3.0,1616.0,2.0,1.0
112.0,1708.0,2.0,976.0,2.0,2.0
180.0,1652.0,2.0,1652.0,2.0,3.0
112.0,1368.0,2.0,1368.0,2.0,1.0
45.0,990.0,2.0,990.0,1.0,15.0
60.0,1122.0,2.0,1023.0,1.0,60.0
72.0,1294.0,2.0,1286.0,2.0,17.0
140.0,1902.0,2.0,1902.0,2.0,51.0
112.0,1274.0,2.0,1274.0,2.0,2.0
128.0,2810.0,2.0,1453.0,2.0,17.0
144.0,2599.0,3.0,1407.5,2.0,11.0
36.0,948.0,1.0,948.0,1.0,53.0
54.0,2112.0,2.0,1022.0,2.0,39.0
160.0,1630.0,3.0,1626.0,2.0,1.0
112.0,1352.0,2.0,1352.0,2.0,1.0
128.0,1787.0,3.0,1770.0,2.0,5.0
36.0,948.0,1.0,906.0,1.0,53.0
54.0,1478.0,2.0,1478.0,1.0,52.0
27.0,720.0,1.0,360.0,1.0,59.0
112.0,1923.0,2.0,905.5,2.0,18.0
16.0,708.0,0.0,564.0,1.0,69.0
128.0,1795.0,3.0,1795.0,2.0,1.0
36.0,796.0,0.0,796.0,1.0,86.0
36.0,774.0,0.0,659.0,1.0,76.0
80.0,816.0,1.0,816.0,1.0,26.0
72.0,2792.0,2.0,1547.0,2.0,88.0
63.0,1632.0,2.0,945.0,2.0,8.0
128.0,1588.0,3.0,1588.0,2.0,1.0
45.0,954.0,2.0,932.5,1.0,30.0
36.0,816.0,1.0,816.0,1.0,71.0
60.0,1360.0,1.0,803.0,1.0,68.0
45.0,1365.0,2.0,765.0,1.0,39.0
54.0,1334.0,2.0,1342.0,2.0,32.0
45.0,1656.0,2.0,1656.0,2.0,35.0
24.0,693.0,0.0,693.0,1.0,65.0
112.0,1861.0,2.0,918.0,2.0,4.0
45.0,864.0,1.0,864.0,1.0,34.0
36.0,872.0,4.0,865.0,1.0,36.0
72.0,1114.0,2.0,1114.0,1.0,5.0
128.0,2169.0,2.0,1284.0,2.0,5.0
54.0,1913.0,2.0,1034.0,1.0,81.0
112.0,1456.0,2.0,728.0,2.0,1.0
24.0,960.0,1.0,960.0,1.0,87.0
63.0,2156.0,2.0,1862.0,2.0,38.0
128.0,1776.0,3.0,1754.0,2.0,1.0
112.0,1494.0,2.0,1488.0,2.0,9.0
72.0,2358.0,0.0,811.0,2.0,136.0
45.0,2634.0,4.0,1293.0,2.0,40.0
54.0,1716.0,2.0,858.0,1.0,46.0
72.0,1176.0,2.0,742.0,1.0,72.0
128.0,3238.0,3.0,2043.0,2.0,15.0
112.0,1865.0,3.0,992.0,2.0,8.0
84.0,1920.0,2.0,896.0,3.0,38.0
45.0,892.0,1.0,878.0,1.0,42.0
45.0,1078.0,2.0,1078.0,1.0,39.0
96.0,1573.0,2.0,762.5,2.0,10.0
180.0,1980.0,3.0,1980.0,2.0,2.0
45.0,2601.0,2.0,801.0,3.0,87.0
112.0,1530.0,2.0,1530.0,2.0,4.0
36.0,1738.0,1.0,998.0,2.0,89.0
72.0,1412.0,2.0,616.0,2.0,1.0
112.0,1674.0,2.0,814.0,2.0,10.0
45.0,1475.0,1.0,841.0,2.0,29.0
96.0,848.0,2.0,848.0,1.0,6.0
128.0,1668.0,2.0,1662.5,2.0,7.0
24.0,1374.0,1.0,840.0,1.0,89.0
72.0,1661.0,1.0,1326.5,1.0,53.0
84.0,2097.0,2.0,1108.0,2.0,8.0
250.0,2633.0,3.0,2633.0,2.0,6.0
112.0,1958.0,3.0,1026.0,2.0,3.0
128.0,1571.0,3.0,1571.0,2.0,0.0
54.0,790.0,1.0,779.0,1.0,78.0
45.0,1604.0,2.0,984.0,2.0,68.0
54.0,987.0,1.0,483.0,1.0,33.0
60.0,1394.0,2.0,569.0,2.0,2.0
27.0,864.0,1.0,864.0,1.0,96.0
54.0,2117.0,2.0,1661.0,2.0,38.0
84.0,1762.0,2.0,797.0,1.0,86.0
60.0,1416.0,2.0,1116.0,2.0,89.0
54.0,1258.0,1.0,629.0,1.0,70.0
48.0,1154.0,1.0,796.0,1.0,88.0
84.0,2784.0,2.0,1392.0,3.0,28.0
225.0,1746.0,3.0,1746.0,2.0,3.0
54.0,1218.0,2.0,802.0,1.0,66.0
112.0,1525.0,2.0,1525.0,2.0,6.0
45.0,1584.0,3.0,1584.0,2.0,42.0
45.0,900.0,1.0,882.0,1.0,39.0
54.0,1912.0,2.0,851.5,2.0,103.0
112.0,1500.0,3.0,1428.0,2.0,0.0
128.0,2482.0,3.0,1113.5,2.0,2.0
45.0,1687.0,2.0,1217.0,1.0,62.0
45.0,1513.0,1.0,939.0,1.0,87.0
45.0,1904.0,1.0,1172.0,1.0,59.0
72.0,1608.0,1.0,1068.0,2.0,84.0
54.0,1158.0,1.0,906.0,1.0,79.0
54.0,1593.0,2.0,851.5,2.0,4.0
112.0,1294.0,2.0,1290.0,2.0,0.0
128.0,1464.0,3.0,1474.5,2.0,0.0
128.0,1646.0,2.0,1620.0,2.0,4.0
45.0,768.0,2.0,768.0,1.0,37.0
45.0,833.0,0.0,833.0,1.0,24.0
36.0,1363.0,2.0,681.5,1.0,100.0
63.0,2093.0,2.0,1013.5,2.0,22.0
112.0,1840.0,2.0,944.0,2.0,8.0
54.0,1668.0,1.0,984.0,1.0,59.0
36.0,1040.0,2.0,520.0,2.0,60.0
72.0,1848.0,2.0,943.0,1.0,85.0
112.0,1569.0,3.0,1477.5,2.0,2.0
36.0,2290.0,2.0,1011.5,2.0,125.0
128.0,2450.0,3.0,1297.0,2.0,11.0
45.0,1144.0,1.0,1144.0,1.0,45.0
96.0,1844.0,2.0,1844.0,2.0,37.0
54.0,1416.0,2.0,708.0,2.0,38.0
54.0,1069.0,2.0,1069.0,2.0,33.0
96.0,848.0,2.0,848.0,1.0,5.0
96.0,2201.0,2.0,1136.0,2.0,40.0
45.0,1344.0,1.0,1184.0,1.0,49.0
96.0,1252.0,2.0,1252.0,1.0,49.0
112.0,2127.0,2.0,1223.0,2.0,14.0
45.0,1558.0,1.0,980.5,1.0,63.0
96.0,1440.0,2.0,1440.0,2.0,26.0
60.0,1838.0,2.0,733.0,2.0,1.0
54.0,958.0,2.0,958.0,2.0,33.0
36.0,968.0,1.0,812.0,2.0,80.0
54.0,1792.0,2.0,949.0,2.0,8.0
45.0,1126.0,2.0,1126.0,2.0,29.0
36.0,864.0,2.0,864.0,1.0,36.0
200.0,1932.0,3.0,1932.0,2.0,0.0
54.0,1236.0,2.0,1074.0,1.0,53.0
63.0,1725.0,2.0,789.5,2.0,28.0
54.0,2555.0,2.0,1005.5,2.0,86.0
96.0,848.0,2.0,848.0,1.0,4.0
250.0,2007.0,3.0,1021.5,2.0,1.0
36.0,952.0,1.0,952.0,1.0,93.0
112.0,1422.0,2.0,1422.0,2.0,3.0
54.0,913.0,1.0,863.5,1.0,41.0
45.0,1188.0,1.0,1188.0,1.0,48.0
128.0,2090.0,2.0,1220.0,2.0,12.0
36.0,1346.0,1.0,678.0,1.0,97.0
45.0,1792.0,0.0,896.0,2.0,35.0
160.0,1578.0,3.0,1575.5,2.0,1.0
45.0,1072.0,2.0,809.5,1.0,1.0
112.0,1221.0,2.0,1221.0,2.0,5.0
54.0,1647.0,2.0,953.0,2.0,8.0
54.0,2073.0,2.0,1807.5,2.0,32.0
140.0,2340.0,1.0,1170.0,2.0,69.0
60.0,1078.0,1.0,1078.0,1.0,60.0
60.0,1256.0,1.0,1256.0,1.0,43.0
